,Account Status,Duration,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Sex,Other debtors,Residence,Property,Age,Other installments,Housing,Number of credits,Job,Maintenance,Telephone,Foreign,Target
532,no,12,delay in paying off,car (used),1503,<100,1 <= < 4 years,4,male married/widowed,none,4,real estate,41,none,rent,1,skilled employee / official,1,none,yes,1
533,no,24,existing credits paid back duly till now,radio/television,1311,<500,4 <= < 7 years,4,male married/widowed,none,3,savings agreement/life insurance,26,none,own,1,skilled employee / official,1,yes,yes,1
534,no,24,existing credits paid back duly till now,radio/television,3105,no,< 1 year,4,male single,none,2,car or other,25,none,own,2,skilled employee / official,1,none,yes,1
535,>200,21,critical account,education,2319,<100,< 1 year,2,male divorced/separated,none,1,car or other,33,none,rent,1,skilled employee / official,1,none,yes,0
536,<0,6,existing credits paid back duly till now,car (new),1374,no,unemployed,4,female divorced/separated/married,none,3,savings agreement/life insurance,75,none,own,1,management/ highly qualified employee,1,yes,yes,1
537,<200,18,critical account,furniture/equipment,3612,<100,>= 7 years,3,female divorced/separated/married,none,4,savings agreement/life insurance,37,none,own,1,skilled employee / official,1,yes,yes,1
538,<0,48,existing credits paid back duly till now,car (new),7763,<100,>= 7 years,4,male single,none,4,no,42,bank,for free,1,management/ highly qualified employee,1,none,yes,0
539,>200,18,existing credits paid back duly till now,furniture/equipment,3049,<100,< 1 year,1,female divorced/separated/married,none,1,savings agreement/life insurance,45,store,own,1,unskilled - resident,1,none,yes,1
540,<200,12,existing credits paid back duly till now,radio/television,1534,<100,< 1 year,1,male married/widowed,none,1,real estate,23,none,rent,1,skilled employee / official,1,none,yes,0
541,no,24,delay in paying off,car (new),2032,<100,>= 7 years,4,male single,none,4,no,60,none,for free,2,skilled employee / official,1,yes,yes,1
542,<0,30,existing credits paid back duly till now,furniture/equipment,6350,no,>= 7 years,4,male single,none,4,savings agreement/life insurance,31,none,own,1,skilled employee / official,1,none,yes,0
543,>200,18,existing credits paid back duly till now,furniture/equipment,2864,<100,1 <= < 4 years,2,male single,none,1,real estate,34,none,own,1,unskilled - resident,2,none,yes,0
544,no,12,critical account,car (new),1255,<100,>= 7 years,4,male single,none,4,real estate,61,none,own,2,unskilled - resident,1,none,yes,1
545,<0,24,delay in paying off,car (new),1333,<100,unemployed,4,male single,none,2,real estate,43,none,for free,2,skilled employee / official,2,none,yes,0
546,no,24,critical account,car (new),2022,<100,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,37,none,own,1,skilled employee / official,1,yes,yes,1
547,no,24,existing credits paid back duly till now,radio/television,1552,<100,4 <= < 7 years,3,male single,none,1,car or other,32,bank,own,1,skilled employee / official,2,none,yes,1
548,<0,12,all credits at this bank paid back duly,radio/television,626,<100,1 <= < 4 years,4,female divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled - resident,1,none,yes,0
549,no,48,critical account,car (used),8858,no,4 <= < 7 years,2,male single,none,1,no,35,none,for free,2,skilled employee / official,1,yes,yes,1
550,no,12,critical account,repairs,996,no,4 <= < 7 years,4,female divorced/separated/married,none,4,real estate,23,none,own,2,skilled employee / official,1,none,yes,1
551,no,6,all credits at this bank paid back duly,radio/television,1750,<1000,>= 7 years,2,male single,none,4,savings agreement/life insurance,45,bank,own,1,unskilled - resident,2,none,yes,1
552,<0,48,existing credits paid back duly till now,radio/television,6999,<100,4 <= < 7 years,1,male married/widowed,guarantor,1,real estate,34,none,own,2,skilled employee / official,1,yes,yes,0
553,<200,12,critical account,car (new),1995,<500,< 1 year,4,male single,none,1,car or other,27,none,own,1,skilled employee / official,1,none,yes,1
554,<200,9,existing credits paid back duly till now,education,1199,<100,4 <= < 7 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,67,none,own,2,management/ highly qualified employee,1,yes,yes,1
555,<200,12,existing credits paid back duly till now,radio/television,1331,<100,< 1 year,2,male single,none,1,car or other,22,store,own,1,skilled employee / official,1,none,yes,0
556,<200,18,no credits taken,car (new),2278,<500,< 1 year,3,female divorced/separated/married,none,3,car or other,28,none,own,2,skilled employee / official,1,none,yes,0
557,no,21,no credits taken,car (new),5003,no,1 <= < 4 years,1,female divorced/separated/married,none,4,savings agreement/life insurance,29,bank,own,2,skilled employee / official,1,yes,yes,0
558,<0,24,all credits at this bank paid back duly,furniture/equipment,3552,<100,4 <= < 7 years,3,male single,none,4,car or other,27,bank,own,1,skilled employee / official,1,none,yes,0
559,<200,18,critical account,furniture/equipment,1928,<100,< 1 year,2,male single,none,2,real estate,31,none,own,2,unskilled - resident,1,none,yes,0
560,<0,24,existing credits paid back duly till now,car (used),2964,no,>= 7 years,4,male single,none,4,no,49,bank,for free,1,skilled employee / official,2,yes,yes,1
561,<0,24,all credits at this bank paid back duly,radio/television,1546,<100,4 <= < 7 years,4,male single,guarantor,4,car or other,24,bank,rent,1,unskilled - resident,1,none,yes,0
562,>200,6,delay in paying off,radio/television,683,<100,< 1 year,2,female divorced/separated/married,none,1,savings agreement/life insurance,29,bank,own,1,skilled employee / official,1,none,yes,1
563,<200,36,existing credits paid back duly till now,car (new),12389,no,1 <= < 4 years,1,male single,none,4,no,37,none,for free,1,skilled employee / official,1,yes,yes,0
564,<200,24,delay in paying off,business,4712,no,1 <= < 4 years,4,male single,none,2,savings agreement/life insurance,37,bank,own,2,management/ highly qualified employee,1,yes,yes,1
565,<200,24,delay in paying off,radio/television,1553,<500,4 <= < 7 years,3,female divorced/separated/married,none,2,savings agreement/life insurance,23,none,rent,2,skilled employee / official,1,yes,yes,1
566,<0,12,existing credits paid back duly till now,car (new),1372,<100,4 <= < 7 years,2,male divorced/separated,none,3,car or other,36,none,own,1,skilled employee / official,1,none,yes,0
567,no,24,critical account,radio/television,2578,>1000,>= 7 years,2,male single,none,2,car or other,34,none,own,1,skilled employee / official,1,none,yes,1
568,<200,48,existing credits paid back duly till now,radio/television,3979,no,4 <= < 7 years,4,male single,none,1,car or other,41,none,own,2,skilled employee / official,2,yes,yes,1
569,<0,48,existing credits paid back duly till now,radio/television,6758,<100,1 <= < 4 years,3,female divorced/separated/married,none,2,car or other,31,none,own,1,skilled employee / official,1,yes,yes,0
570,<0,24,existing credits paid back duly till now,furniture/equipment,3234,<100,< 1 year,4,female divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,yes,yes,0
571,no,30,critical account,radio/television,5954,<100,4 <= < 7 years,3,male single,co-applicant,2,car or other,38,none,own,1,skilled employee / official,1,none,yes,1
572,no,24,existing credits paid back duly till now,car (used),5433,no,unemployed,2,female divorced/separated/married,none,4,savings agreement/life insurance,26,none,rent,1,management/ highly qualified employee,1,yes,yes,1
573,<0,15,existing credits paid back duly till now,business,806,<100,1 <= < 4 years,4,female divorced/separated/married,none,4,savings agreement/life insurance,22,none,own,1,unskilled - resident,1,none,yes,1
574,<200,9,existing credits paid back duly till now,radio/television,1082,<100,>= 7 years,4,male single,none,4,car or other,27,none,own,2,unskilled - resident,1,none,yes,1
575,no,15,critical account,furniture/equipment,2788,<100,4 <= < 7 years,2,female divorced/separated/married,co-applicant,3,car or other,24,bank,own,2,skilled employee / official,1,none,yes,1
576,<200,12,existing credits paid back duly till now,radio/television,2930,<100,4 <= < 7 years,2,female divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee / official,1,none,yes,1
577,no,24,critical account,education,1927,no,1 <= < 4 years,3,female divorced/separated/married,none,2,car or other,33,none,own,2,skilled employee / official,1,yes,yes,1
578,<200,36,critical account,car (new),2820,<100,< 1 year,4,male divorced/separated,none,4,car or other,27,none,own,2,skilled employee / official,1,none,yes,0
579,no,24,existing credits paid back duly till now,retraining,937,<100,< 1 year,4,male married/widowed,none,3,car or other,27,none,own,2,unskilled - resident,1,none,yes,1
580,<200,18,critical account,car (new),1056,<100,>= 7 years,3,male single,guarantor,3,real estate,30,bank,own,2,skilled employee / official,1,none,yes,0
581,<200,12,critical account,car (new),3124,<100,< 1 year,1,male single,none,3,real estate,49,bank,own,2,unskilled - resident,2,none,yes,1
582,no,9,existing credits paid back duly till now,furniture/equipment,1388,<100,1 <= < 4 years,4,female divorced/separated/married,none,2,real estate,26,none,rent,1,skilled employee / official,1,none,yes,1
583,<200,36,existing credits paid back duly till now,repairs,2384,<100,< 1 year,4,male single,none,1,no,33,none,rent,1,unskilled - resident,1,none,yes,0
584,no,12,existing credits paid back duly till now,car (new),2133,no,>= 7 years,4,female divorced/separated/married,none,4,no,52,none,for free,1,management/ highly qualified employee,1,yes,yes,1
585,<0,18,existing credits paid back duly till now,furniture/equipment,2039,<100,1 <= < 4 years,1,female divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee / official,1,none,yes,0
586,<0,9,critical account,car (new),2799,<100,1 <= < 4 years,2,male single,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,yes,1
587,<0,12,existing credits paid back duly till now,furniture/equipment,1289,<100,1 <= < 4 years,4,male single,guarantor,1,savings agreement/life insurance,21,none,own,1,unskilled - resident,1,none,yes,1
588,<0,18,existing credits paid back duly till now,domestic appliances,1217,<100,1 <= < 4 years,4,male married/widowed,none,3,real estate,47,none,own,1,unskilled - resident,1,yes,yes,0
589,<0,12,critical account,furniture/equipment,2246,<100,>= 7 years,3,male single,none,3,savings agreement/life insurance,60,none,own,2,skilled employee / official,1,none,yes,0
590,<0,12,critical account,radio/television,385,<100,4 <= < 7 years,4,female divorced/separated/married,none,3,real estate,58,none,own,4,unskilled - resident,1,yes,yes,1
591,<200,24,delay in paying off,car (new),1965,no,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,42,none,rent,2,skilled employee / official,1,yes,yes,1
592,no,21,existing credits paid back duly till now,business,1572,>1000,>= 7 years,4,female divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes,1
593,<200,24,existing credits paid back duly till now,car (new),2718,<100,1 <= < 4 years,3,female divorced/separated/married,none,4,savings agreement/life insurance,20,none,rent,1,unskilled - resident,1,yes,yes,0
594,<0,24,all credits at this bank paid back duly,others,1358,no,>= 7 years,4,male single,none,3,car or other,40,store,own,1,management/ highly qualified employee,1,yes,yes,0
595,<200,6,all credits at this bank paid back duly,car (new),931,<500,< 1 year,1,female divorced/separated/married,none,1,savings agreement/life insurance,32,store,own,1,unskilled - resident,1,none,yes,0
596,<0,24,existing credits paid back duly till now,car (new),1442,<100,4 <= < 7 years,4,female divorced/separated/married,none,4,car or other,23,none,rent,2,skilled employee / official,1,none,yes,0
597,<200,24,no credits taken,business,4241,<100,1 <= < 4 years,1,male single,none,4,real estate,36,none,own,3,unskilled - resident,1,yes,yes,0
598,no,18,critical account,car (new),2775,<100,4 <= < 7 years,2,male single,none,2,savings agreement/life insurance,31,bank,own,2,skilled employee / official,1,none,yes,0
599,no,24,delay in paying off,business,3863,<100,1 <= < 4 years,1,male single,none,2,no,32,none,for free,1,skilled employee / official,1,none,yes,1
600,<200,7,existing credits paid back duly till now,radio/television,2329,<100,< 1 year,1,female divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,1
601,<200,9,existing credits paid back duly till now,furniture/equipment,918,<100,1 <= < 4 years,4,female divorced/separated/married,none,1,savings agreement/life insurance,30,none,own,1,skilled employee / official,1,none,yes,0
602,<200,24,all credits at this bank paid back duly,education,1837,<100,4 <= < 7 years,4,female divorced/separated/married,none,4,no,34,bank,for free,1,unskilled - resident,1,none,yes,0
603,no,36,existing credits paid back duly till now,furniture/equipment,3349,<100,1 <= < 4 years,4,female divorced/separated/married,none,2,car or other,28,none,own,1,management/ highly qualified employee,1,yes,yes,0
604,>200,10,existing credits paid back duly till now,furniture/equipment,1275,<100,< 1 year,4,female divorced/separated/married,none,2,savings agreement/life insurance,23,none,own,1,skilled employee / official,1,none,yes,1
605,<0,24,all credits at this bank paid back duly,furniture/equipment,2828,<1000,1 <= < 4 years,4,male single,none,4,real estate,22,store,own,1,skilled employee / official,1,yes,yes,1
606,no,24,critical account,business,4526,<100,1 <= < 4 years,3,male single,none,2,real estate,74,none,own,1,management/ highly qualified employee,1,yes,yes,1
607,<200,36,existing credits paid back duly till now,radio/television,2671,<500,1 <= < 4 years,4,female divorced/separated/married,co-applicant,4,no,50,none,for free,1,skilled employee / official,1,none,yes,0
608,no,18,existing credits paid back duly till now,radio/television,2051,<100,< 1 year,4,male single,none,1,real estate,33,none,own,1,skilled employee / official,1,none,yes,1
609,no,15,existing credits paid back duly till now,car (used),1300,no,>= 7 years,4,male single,none,4,no,45,bank,for free,1,skilled employee / official,2,none,yes,1
610,<0,12,existing credits paid back duly till now,domestic appliances,741,<500,unemployed,4,female divorced/separated/married,none,3,savings agreement/life insurance,22,none,own,1,skilled employee / official,1,none,yes,0
611,>200,10,existing credits paid back duly till now,car (new),1240,<500,>= 7 years,1,female divorced/separated/married,none,4,no,48,none,for free,1,unskilled - resident,2,none,yes,0
612,<0,21,existing credits paid back duly till now,radio/television,3357,>1000,< 1 year,4,female divorced/separated/married,none,2,car or other,29,bank,own,1,skilled employee / official,1,none,yes,1
613,<0,24,all credits at this bank paid back duly,car (used),3632,<100,1 <= < 4 years,1,female divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled employee / official,1,none,no,1
614,no,18,delay in paying off,furniture/equipment,1808,<100,4 <= < 7 years,4,female divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,0
615,<200,48,no credits taken,business,12204,no,1 <= < 4 years,2,male single,none,2,car or other,48,bank,own,1,management/ highly qualified employee,1,yes,yes,1
616,<200,60,delay in paying off,radio/television,9157,no,1 <= < 4 years,2,male single,none,2,no,27,none,for free,1,management/ highly qualified employee,1,none,yes,1
617,<0,6,critical account,car (new),3676,<100,1 <= < 4 years,1,male single,none,3,real estate,37,none,rent,3,skilled employee / official,2,none,yes,1
618,<200,30,existing credits paid back duly till now,furniture/equipment,3441,<500,1 <= < 4 years,2,female divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled employee / official,1,none,yes,0
619,no,12,existing credits paid back duly till now,car (new),640,<100,1 <= < 4 years,4,male divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes,1
620,<200,21,critical account,business,3652,<100,4 <= < 7 years,2,male single,none,3,savings agreement/life insurance,27,none,own,2,skilled employee / official,1,none,yes,1
621,no,18,critical account,car (new),1530,<100,1 <= < 4 years,3,male single,none,2,savings agreement/life insurance,32,bank,own,2,skilled employee / official,1,none,yes,0
622,no,48,existing credits paid back duly till now,business,3914,no,1 <= < 4 years,4,male divorced/separated,none,2,real estate,38,bank,own,1,skilled employee / official,1,none,yes,0
623,<0,12,existing credits paid back duly till now,furniture/equipment,1858,<100,< 1 year,4,female divorced/separated/married,none,1,car or other,22,none,rent,1,skilled employee / official,1,none,yes,1
624,<0,18,existing credits paid back duly till now,radio/television,2600,<100,1 <= < 4 years,4,male single,none,4,no,65,none,for free,2,skilled employee / official,1,none,yes,0
625,no,15,existing credits paid back duly till now,radio/television,1979,no,>= 7 years,4,male single,none,2,car or other,35,none,own,1,skilled employee / official,1,none,yes,1
626,>200,6,existing credits paid back duly till now,furniture/equipment,2116,<100,1 <= < 4 years,2,male single,none,2,real estate,41,none,own,1,skilled employee / official,1,yes,yes,1
627,<200,9,all credits at this bank paid back duly,car (new),1437,<500,4 <= < 7 years,2,male single,none,3,no,29,none,own,1,skilled employee / official,1,none,yes,0
628,no,42,critical account,furniture/equipment,4042,<1000,1 <= < 4 years,4,male single,none,4,real estate,36,none,own,2,skilled employee / official,1,yes,yes,1
629,no,9,existing credits paid back duly till now,education,3832,no,>= 7 years,1,male single,none,4,real estate,64,none,own,1,unskilled - resident,1,none,yes,1
630,<0,24,existing credits paid back duly till now,radio/television,3660,<100,1 <= < 4 years,2,female divorced/separated/married,none,4,car or other,28,none,own,1,skilled employee / official,1,none,yes,1
631,<0,18,all credits at this bank paid back duly,furniture/equipment,1553,<100,1 <= < 4 years,4,male single,none,3,car or other,44,bank,own,1,skilled employee / official,1,none,yes,0
632,<200,15,existing credits paid back duly till now,radio/television,1444,no,< 1 year,4,male single,none,1,savings agreement/life insurance,23,none,own,1,skilled employee / official,1,none,yes,1
633,no,9,existing credits paid back duly till now,furniture/equipment,1980,<100,< 1 year,2,female divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled employee / official,1,none,yes,0
634,<200,24,existing credits paid back duly till now,car (new),1355,<100,< 1 year,3,female divorced/separated/married,none,4,car or other,25,none,own,1,unskilled - resident,1,yes,yes,0
635,no,12,existing credits paid back duly till now,education,1393,<100,>= 7 years,4,male single,none,4,savings agreement/life insurance,47,bank,own,3,skilled employee / official,2,yes,yes,1
636,no,24,existing credits paid back duly till now,radio/television,1376,<1000,4 <= < 7 years,4,female divorced/separated/married,none,1,car or other,28,none,own,1,skilled employee / official,1,none,yes,1
637,no,60,delay in paying off,radio/television,15653,<100,4 <= < 7 years,2,male single,none,4,car or other,21,none,own,2,skilled employee / official,1,yes,yes,1
638,no,12,existing credits paid back duly till now,radio/television,1493,<100,< 1 year,4,female divorced/separated/married,none,3,car or other,34,none,own,1,skilled employee / official,2,none,yes,1
639,<0,42,delay in paying off,radio/television,4370,<100,4 <= < 7 years,3,male single,none,2,savings agreement/life insurance,26,bank,own,2,skilled employee / official,2,yes,yes,0
640,<0,18,existing credits paid back duly till now,education,750,<100,unemployed,4,female divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,0
641,<200,15,existing credits paid back duly till now,repairs,1308,<100,>= 7 years,4,male single,none,4,car or other,38,none,own,2,unskilled - resident,1,none,yes,1
642,no,15,existing credits paid back duly till now,education,4623,<500,1 <= < 4 years,3,male single,none,2,savings agreement/life insurance,40,none,own,1,management/ highly qualified employee,1,yes,yes,0
643,no,24,critical account,radio/television,1851,<100,4 <= < 7 years,4,male married/widowed,guarantor,2,car or other,33,none,own,2,skilled employee / official,1,yes,yes,1
644,<0,18,critical account,radio/television,1880,<100,4 <= < 7 years,4,male married/widowed,none,1,savings agreement/life insurance,32,none,own,2,management/ highly qualified employee,1,yes,yes,1
645,no,36,delay in paying off,business,7980,no,< 1 year,4,male single,none,4,car or other,27,none,rent,2,skilled employee / official,1,yes,yes,0
646,<0,30,no credits taken,furniture/equipment,4583,<100,1 <= < 4 years,2,male divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee / official,1,none,yes,1
647,no,12,existing credits paid back duly till now,car (new),1386,<1000,1 <= < 4 years,2,female divorced/separated/married,none,2,savings agreement/life insurance,26,none,own,1,skilled employee / official,1,none,yes,0
648,>200,24,existing credits paid back duly till now,car (new),947,<100,4 <= < 7 years,4,male single,none,3,no,38,bank,for free,1,skilled employee / official,2,none,yes,0
649,<0,12,existing credits paid back duly till now,education,684,<100,1 <= < 4 years,4,male single,none,4,car or other,40,none,rent,1,unskilled - resident,2,none,yes,0
650,<0,48,existing credits paid back duly till now,education,7476,<100,4 <= < 7 years,4,male single,none,1,no,50,none,for free,1,management/ highly qualified employee,1,yes,yes,1
651,<200,12,existing credits paid back duly till now,furniture/equipment,1922,<100,1 <= < 4 years,4,male single,none,2,savings agreement/life insurance,37,none,own,1,unskilled - resident,1,none,yes,0
652,<0,24,existing credits paid back duly till now,car (new),2303,<100,>= 7 years,4,male single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,0
653,<200,36,delay in paying off,car (new),8086,<500,>= 7 years,2,male single,none,4,car or other,42,none,own,4,management/ highly qualified employee,1,yes,yes,0
654,no,24,critical account,car (used),2346,<100,4 <= < 7 years,4,male single,none,3,car or other,35,none,own,2,skilled employee / official,1,yes,yes,1
655,<0,14,existing credits paid back duly till now,car (new),3973,<100,unemployed,1,male single,none,4,no,22,none,for free,1,skilled employee / official,1,none,yes,1
656,<200,12,existing credits paid back duly till now,car (new),888,<100,>= 7 years,4,male single,none,4,car or other,41,bank,own,1,unskilled - resident,2,none,yes,0
657,no,48,existing credits paid back duly till now,radio/television,10222,no,4 <= < 7 years,4,male single,none,3,car or other,37,store,own,1,skilled employee / official,1,yes,yes,1
658,<200,30,no credits taken,business,4221,<100,1 <= < 4 years,2,female divorced/separated/married,none,1,car or other,28,none,own,2,skilled employee / official,1,none,yes,1
659,<200,18,critical account,furniture/equipment,6361,<100,>= 7 years,2,male single,none,1,no,41,none,own,1,skilled employee / official,1,yes,yes,1
660,>200,12,existing credits paid back duly till now,radio/television,1297,<100,1 <= < 4 years,3,male married/widowed,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
661,<0,12,existing credits paid back duly till now,car (new),900,no,1 <= < 4 years,4,male married/widowed,none,2,car or other,23,none,own,1,skilled employee / official,1,none,yes,0
662,no,21,existing credits paid back duly till now,furniture/equipment,2241,<100,>= 7 years,4,male single,none,2,real estate,50,none,own,2,skilled employee / official,1,none,yes,1
663,<200,6,delay in paying off,furniture/equipment,1050,<100,unemployed,4,male single,none,1,savings agreement/life insurance,35,store,own,2,management/ highly qualified employee,1,yes,yes,1
664,>200,6,critical account,education,1047,<100,1 <= < 4 years,2,female divorced/separated/married,none,4,savings agreement/life insurance,50,none,own,1,unskilled - resident,1,none,yes,1
665,no,24,critical account,others,6314,<100,unemployed,4,male single,co-applicant,2,no,27,bank,own,2,management/ highly qualified employee,1,yes,yes,1
666,<200,30,all credits at this bank paid back duly,furniture/equipment,3496,>1000,1 <= < 4 years,4,male single,none,2,car or other,34,store,own,1,skilled employee / official,2,yes,yes,1
667,no,48,all credits at this bank paid back duly,business,3609,<100,1 <= < 4 years,1,female divorced/separated/married,none,1,real estate,27,store,own,1,skilled employee / official,1,none,yes,1
668,<0,12,critical account,car (new),4843,<100,>= 7 years,3,male single,co-applicant,4,savings agreement/life insurance,43,none,rent,2,skilled employee / official,1,yes,yes,0
669,>200,30,critical account,radio/television,3017,<100,>= 7 years,4,male single,none,4,savings agreement/life insurance,47,none,own,1,skilled employee / official,1,none,yes,1
670,no,24,critical account,business,4139,<500,1 <= < 4 years,3,male single,none,3,savings agreement/life insurance,27,none,own,2,unskilled - resident,1,yes,yes,1
671,no,36,existing credits paid back duly till now,business,5742,<500,4 <= < 7 years,2,male single,none,2,car or other,31,none,own,2,skilled employee / official,1,yes,yes,1
672,no,60,existing credits paid back duly till now,car (new),10366,<100,>= 7 years,2,male single,none,4,savings agreement/life insurance,42,none,own,1,management/ highly qualified employee,1,yes,yes,1
673,no,6,critical account,car (new),2080,<1000,1 <= < 4 years,1,male married/widowed,none,2,car or other,24,none,own,1,skilled employee / official,1,none,yes,1
674,no,21,delay in paying off,business,2580,<1000,< 1 year,4,male single,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes,0
675,no,30,critical account,radio/television,4530,<100,4 <= < 7 years,4,female divorced/separated/married,none,4,car or other,26,none,rent,1,management/ highly qualified employee,1,yes,yes,1
676,no,24,critical account,furniture/equipment,5150,<100,>= 7 years,4,male single,none,4,car or other,33,none,own,1,skilled employee / official,1,yes,yes,1
677,<200,72,existing credits paid back duly till now,radio/television,5595,<500,1 <= < 4 years,2,male married/widowed,none,2,car or other,24,none,own,1,skilled employee / official,1,none,yes,0
678,<0,24,existing credits paid back duly till now,radio/television,2384,<100,>= 7 years,4,male single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,1
679,no,18,existing credits paid back duly till now,radio/television,1453,<100,< 1 year,3,female divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,1
680,no,6,existing credits paid back duly till now,education,1538,<100,< 1 year,1,female divorced/separated/married,none,2,no,56,none,own,1,skilled employee / official,1,none,yes,1
681,no,12,existing credits paid back duly till now,radio/television,2279,no,1 <= < 4 years,4,male single,none,4,no,37,none,for free,1,skilled employee / official,1,yes,yes,1
682,no,15,delay in paying off,radio/television,1478,<100,1 <= < 4 years,4,male married/widowed,none,3,real estate,33,bank,own,2,skilled employee / official,1,none,yes,1
683,no,24,critical account,radio/television,5103,<100,< 1 year,3,male married/widowed,none,3,no,47,none,for free,3,skilled employee / official,1,yes,yes,1
684,<200,36,delay in paying off,business,9857,<500,4 <= < 7 years,1,male single,none,3,savings agreement/life insurance,31,none,own,2,unskilled - resident,2,yes,yes,1
685,no,60,existing credits paid back duly till now,car (new),6527,no,1 <= < 4 years,4,male single,none,4,no,34,none,for free,1,skilled employee / official,2,yes,yes,1
686,>200,10,critical account,radio/television,1347,no,4 <= < 7 years,4,male single,none,2,savings agreement/life insurance,27,none,own,2,skilled employee / official,1,yes,yes,1
687,<200,36,delay in paying off,car (new),2862,<500,>= 7 years,4,male single,none,3,no,30,none,for free,1,skilled employee / official,1,none,yes,1
688,no,9,existing credits paid back duly till now,radio/television,2753,<500,>= 7 years,3,male single,co-applicant,4,car or other,35,none,own,1,skilled employee / official,1,yes,yes,1
689,<0,12,existing credits paid back duly till now,car (new),3651,>1000,1 <= < 4 years,1,male single,none,3,savings agreement/life insurance,31,none,own,1,skilled employee / official,2,none,yes,1
690,<0,15,critical account,furniture/equipment,975,<100,1 <= < 4 years,2,male divorced/separated,none,3,savings agreement/life insurance,25,none,own,2,skilled employee / official,1,none,yes,1
691,<200,15,existing credits paid back duly till now,repairs,2631,<500,1 <= < 4 years,3,female divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,1
692,<200,24,existing credits paid back duly till now,radio/television,2896,<500,< 1 year,2,male single,none,1,car or other,29,none,own,1,skilled employee / official,1,none,yes,1
693,<0,6,critical account,car (new),4716,no,< 1 year,1,male single,none,3,real estate,44,none,own,2,unskilled - resident,2,none,yes,1
694,no,24,existing credits paid back duly till now,radio/television,2284,<100,4 <= < 7 years,4,male single,none,2,car or other,28,none,own,1,skilled employee / official,1,yes,yes,1
695,no,6,existing credits paid back duly till now,car (used),1236,<1000,1 <= < 4 years,2,male single,none,4,savings agreement/life insurance,50,none,rent,1,skilled employee / official,1,none,yes,1
696,<200,12,existing credits paid back duly till now,radio/television,1103,<100,4 <= < 7 years,4,male single,guarantor,3,real estate,29,none,own,2,skilled employee / official,1,none,no,1
697,no,12,critical account,car (new),926,<100,unemployed,1,female divorced/separated/married,none,2,savings agreement/life insurance,38,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1
698,no,18,critical account,radio/television,1800,<100,1 <= < 4 years,4,male single,none,2,car or other,24,none,own,2,skilled employee / official,1,none,yes,1
699,>200,15,existing credits paid back duly till now,education,1905,<100,>= 7 years,4,male single,none,4,car or other,40,none,rent,1,management/ highly qualified employee,1,yes,yes,1
700,no,12,existing credits paid back duly till now,furniture/equipment,1123,<1000,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled - resident,1,none,yes,0
701,<0,48,critical account,car (used),6331,<100,>= 7 years,4,male single,none,4,no,46,none,for free,2,skilled employee / official,1,yes,yes,0
702,>200,24,existing credits paid back duly till now,radio/television,1377,<500,>= 7 years,4,female divorced/separated/married,none,2,no,47,none,for free,1,skilled employee / official,1,yes,yes,1
703,<200,30,delay in paying off,business,2503,<500,>= 7 years,4,male single,none,2,savings agreement/life insurance,41,store,own,2,skilled employee / official,1,none,yes,1
704,<200,27,existing credits paid back duly till now,business,2528,<100,< 1 year,4,female divorced/separated/married,none,1,savings agreement/life insurance,32,none,own,1,skilled employee / official,2,yes,yes,1
705,no,15,existing credits paid back duly till now,car (new),5324,<1000,>= 7 years,1,female divorced/separated/married,none,4,no,35,none,for free,1,skilled employee / official,1,none,yes,1
706,<200,48,existing credits paid back duly till now,car (new),6560,<500,4 <= < 7 years,3,male single,none,2,savings agreement/life insurance,24,none,own,1,skilled employee / official,1,none,yes,0
707,<200,12,no credits taken,furniture/equipment,2969,<100,< 1 year,4,female divorced/separated/married,none,3,savings agreement/life insurance,25,none,rent,2,skilled employee / official,1,none,yes,0
